c1_W_regularizer, c1_b_regularizer, c1_dropout, c1_filters, c1_width, c2_W_regularizer, c2_b_regularizer, c2_dropout, c2_filters, c2_width, d1_W_regularizer, d1_b_regularizer, d1_dropout, d1_size, d2_W_regularizer, d2_b_regularizer, d2_dropout, d2_size, embedding_W_regularizer, embedding_b_regularizer, embedding_dim, epochs, learning_rate, margin, auc
0.0001, 0.1, 0.05, 8, 10, 0, 0.0001, 0.1, 16, 8, 0.1, 0, 0.05, 128, 0.1, 0.0001, 0.1, 256, 0, 0.001, 64, 200, 0.0001, 10, 0.678135486082
0.1, 0.1, 0.3, 16, 5, 0, 0.1, 0, 8, 5, 0.1, 0.001, 0.1, 256, 0.001, 0, 0.1, 256, 0.001, 0.0001, 16, 200, 0.0005, 15, 0.697454141943
0.0001, 0.1, 0.3, 8, 10, 0.0001, 0.0001, 0.05, 32, 8, 0.1, 0.01, 0.05, 256, 0.1, 0.01, 0.05, 256, 0, 0, 64, 200, 0.0001, 8, 0.672545943567
0.1, 0.1, 0.1, 32, 5, 0.1, 0.01, 0.1, 16, 3, 0.01, 0.001, 0.05, 128, 0.001, 0.0001, 0.1, 128, 0, 0.1, 64, 200, 0.001, 8, 0.711269054765
0.1, 0.001, 0, 8, 20, 0.01, 0.1, 0, 8, 8, 0.01, 0.01, 0.05, 128, 0.1, 0.01, 0.1, 128, 0.001, 0, 64, 200, 0.0005, 15, 0.693816530936
0.1, 0.001, 0.1, 32, 20, 0.1, 0.01, 0.1, 8, 5, 0.01, 0.01, 0.05, 128, 0.001, 0.1, 0.1, 128, 0, 0.0001, 16, 200, 0.0005, 8, 0.705504335031
0.1, 0.0001, 0.1, 16, 10, 0.1, 0.0001, 0.05, 0, 5, 0.001, 0.001, 0.1, 256, 0.001, 0, 0.1, 128, 0.0001, 0.01, 64, 200, 0.0005, 10, 0.677635554819
0.01, 0.001, 0.3, 8, 10, 0.1, 0.1, 0.1, 32, 3, 0.001, 0.01, 0.05, 128, 0.01, 0.1, 0.05, 128, 0.001, 0.001, 64, 200, 0.0005, 8, 0.723103094214
0, 0.1, 0.1, 16, 5, 0, 0.0001, 0.1, 16, 8, 0.01, 0.0001, 0.05, 256, 0.01, 0.0001, 0.05, 256, 0.0001, 0, 64, 200, 0.002, 15, 0.718236848389
0.1, 0.0001, 0.1, 16, 5, 0.001, 0.01, 0, 0, 8, 0.1, 0.0001, 0.05, 256, 0.1, 0.1, 0.05, 128, 1e-05, 0.001, 16, 200, 0.0001, 8, 0.657191218249
0.01, 0.01, 0.3, 16, 5, 0.1, 0.01, 0.05, 16, 5, 0.001, 0, 0.1, 256, 0.01, 0.01, 0.1, 256, 1e-05, 0.1, 16, 200, 0.0001, 15, 0.699878562563
0.1, 0.1, 0, 16, 5, 0, 0.1, 0, 32, 8, 0.001, 0.001, 0.05, 256, 0.1, 0.1, 0.05, 128, 0, 0.01, 64, 200, 0.0001, 15, 0.673105968668
0, 0.0001, 0, 8, 5, 0.1, 0.01, 0, 0, 5, 0.001, 0.0001, 0.05, 256, 0.001, 0, 0.05, 128, 0.001, 0, 64, 200, 0.0001, 8, 0.597795169208
0.0001, 0.01, 0, 32, 10, 0.0001, 0.1, 0.05, 32, 5, 0.1, 0, 0.05, 128, 0.001, 0.001, 0.05, 256, 0.0001, 0, 64, 200, 0.0001, 10, 0.655097234802
0.001, 0.0001, 0, 16, 5, 0.001, 0.1, 0.1, 0, 8, 0.01, 0.0001, 0.05, 256, 0.01, 0.01, 0.1, 128, 0, 0, 16, 200, 0.002, 15, 0.714456632917
0.0001, 0.01, 0.3, 8, 10, 0, 0.1, 0.05, 8, 5, 0.001, 0.01, 0.05, 128, 0.1, 0, 0.1, 256, 1e-05, 0.001, 64, 200, 0.0005, 10, 0.674305661621
0.01, 0.0001, 0.1, 16, 20, 0.1, 0.1, 0, 0, 8, 0.001, 0.01, 0.1, 128, 0.001, 0.1, 0.05, 128, 1e-05, 0.01, 16, 200, 0.001, 10, 0.709289483776
0.01, 0.01, 0, 16, 10, 0.01, 0.1, 0.1, 32, 8, 0.01, 0.0001, 0.1, 128, 0.001, 0, 0.05, 128, 0.0001, 0.01, 16, 200, 0.0005, 8, 0.676599054522
0.1, 0.1, 0.05, 8, 20, 0.001, 0.0001, 0.05, 0, 5, 0.1, 0.01, 0.05, 256, 0.001, 0, 0.05, 256, 0.0001, 0.0001, 16, 200, 0.002, 10, 0.702320861363
0.01, 0.01, 0.05, 16, 5, 0.0001, 0.01, 0.05, 8, 3, 0.1, 0.001, 0.05, 256, 0.01, 0.1, 0.1, 128, 1e-05, 0.1, 16, 200, 0.002, 8, 0.680455452878
0, 0.0001, 0.1, 16, 20, 0.0001, 0.001, 0.05, 0, 3, 0.001, 0.1, 0.05, 128, 0.1, 0.1, 0.05, 256, 0, 0.1, 16, 200, 0.0005, 8, 0.674219546415
0.001, 0.1, 0, 16, 5, 0.0001, 0.1, 0.05, 8, 8, 0.001, 0.001, 0.1, 256, 0.001, 0.1, 0.05, 256, 0.001, 0.001, 16, 200, 0.002, 8, 0.704771698013
0, 0.01, 0, 32, 10, 0.0001, 0.001, 0.1, 8, 8, 0.001, 0.0001, 0.05, 128, 0.001, 0.0001, 0.1, 256, 0, 0.1, 16, 200, 0.002, 10, 0.672187972155
0.1, 0.1, 0.1, 32, 20, 0.001, 0.0001, 0.1, 8, 5, 0.1, 0.0001, 0.05, 256, 0.01, 0.01, 0.1, 256, 1e-05, 0.001, 64, 200, 0.002, 8, 0.683427782481
0.0001, 0.1, 0.3, 32, 20, 0.01, 0.0001, 0.05, 32, 3, 0.1, 0, 0.1, 256, 0.1, 0.01, 0.1, 128, 0.001, 0.001, 64, 200, 0.002, 15, 0.682026246326
0.0001, 0.0001, 0.1, 32, 10, 0.0001, 0.001, 0.1, 32, 5, 0.01, 0, 0.05, 256, 0.01, 0.1, 0.1, 256, 0.0001, 0, 64, 200, 0.0005, 10, 0.719090383473
0.01, 0.1, 0.3, 32, 10, 0.0001, 0.001, 0.1, 8, 5, 0.01, 0.001, 0.05, 256, 0.1, 0.1, 0.1, 128, 0.001, 0.01, 16, 200, 0.0005, 8, 0.679800143262
0.01, 0.1, 0, 16, 20, 0.1, 0.0001, 0, 16, 3, 0.01, 0, 0.05, 256, 0.01, 0.01, 0.1, 256, 1e-05, 0.1, 16, 200, 0.001, 8, 0.677623543945
0.0001, 0.001, 0.3, 8, 20, 0.1, 0.001, 0.1, 16, 8, 0.001, 0.1, 0.1, 256, 0.1, 0, 0.05, 128, 1e-05, 0.0001, 64, 200, 0.0005, 8, 0.672630585369
0.0001, 0.001, 0, 16, 5, 0, 0.001, 0, 16, 8, 0.001, 0, 0.05, 128, 0.001, 0, 0.1, 128, 0.001, 0.0001, 16, 200, 0.002, 10, 0.64971790232
0.01, 0.01, 0.1, 32, 5, 0, 0.001, 0.05, 16, 5, 0.01, 0.1, 0.1, 256, 0.01, 0.0001, 0.1, 256, 0.001, 0.0001, 16, 200, 0.0005, 15, 0.739079990712
0.1, 0.1, 0.05, 8, 5, 0, 0.0001, 0.1, 16, 3, 0.01, 0.01, 0.05, 256, 0.01, 0.001, 0.1, 128, 0.0001, 0.01, 64, 200, 0.001, 15, 0.677323272088
0, 0.1, 0.3, 8, 5, 0.1, 0.0001, 0.1, 32, 8, 0.01, 0.001, 0.1, 256, 0.1, 0.1, 0.1, 128, 1e-05, 0, 16, 200, 0.0005, 15, 0.685255277122
0.1, 0.0001, 0.3, 16, 20, 0.0001, 0.001, 0.1, 8, 3, 0.01, 0.01, 0.1, 256, 0.01, 0, 0.05, 128, 0, 0.1, 64, 200, 0.002, 10, 0.691558723374
0, 0.1, 0.3, 16, 20, 0.1, 0.0001, 0.1, 0, 3, 0.01, 0.001, 0.1, 256, 0.001, 0.01, 0.1, 256, 0.001, 0, 64, 200, 0.002, 15, 0.720661242698
0, 0.01, 0.3, 8, 5, 0, 0.01, 0, 0, 5, 0.1, 0, 0.1, 128, 0.1, 0, 0.1, 128, 0.001, 0.001, 16, 200, 0.001, 15, 0.677321338246
0.01, 0.01, 0.05, 16, 10, 0.01, 0.01, 0.05, 32, 8, 0.01, 0, 0.05, 128, 0.1, 0.0001, 0.05, 256, 0, 0.01, 64, 200, 0.0005, 15, 0.705423508293
0, 0.1, 0, 16, 10, 0.001, 0.001, 0, 0, 5, 0.1, 0.1, 0.1, 256, 0.01, 0.1, 0.05, 128, 0.0001, 0, 64, 200, 0.001, 15, 0.653079250064
0.001, 0.1, 0.05, 16, 5, 0, 0.01, 0.05, 8, 5, 0.1, 0, 0.05, 256, 0.001, 0.001, 0.05, 128, 0, 0.0001, 64, 200, 0.0005, 8, 0.709275302262
0, 0.1, 0, 32, 10, 0.0001, 0.01, 0.1, 8, 8, 0.01, 0.01, 0.1, 128, 0.1, 0.1, 0.1, 128, 0.001, 0.01, 16, 200, 0.0001, 15, 0.650648659564
0.0001, 0.001, 0.3, 8, 20, 0, 0.01, 0.1, 32, 8, 0.1, 0.01, 0.05, 128, 0.001, 0.01, 0.1, 256, 1e-05, 0.01, 64, 200, 0.002, 8, 0.674531605504
0.1, 0.01, 0, 32, 10, 0.1, 0.01, 0, 8, 8, 0.001, 0.0001, 0.1, 256, 0.01, 0, 0.1, 256, 0.001, 0.0001, 64, 200, 0.0001, 15, 0.608935195874
0.001, 0.1, 0.05, 32, 5, 0, 0.0001, 0.1, 0, 5, 0.1, 0.1, 0.1, 128, 0.1, 0.0001, 0.05, 128, 0, 0.1, 64, 200, 0.001, 10, 0.744432249395
0.01, 0.1, 0, 8, 20, 0.0001, 0.1, 0.05, 8, 3, 0.001, 0.0001, 0.1, 256, 0.01, 0.01, 0.1, 128, 0.001, 0.0001, 64, 200, 0.001, 8, 0.703379133836
0.1, 0.1, 0.1, 32, 20, 0.01, 0.001, 0, 16, 3, 0.01, 0.001, 0.1, 128, 0.001, 0.001, 0.1, 128, 0, 0, 64, 200, 0.0005, 8, 0.711007236124
0.01, 0.1, 0.3, 16, 5, 0.0001, 0.01, 0.1, 16, 5, 0.01, 0.0001, 0.1, 256, 0.1, 0.1, 0.1, 256, 0.001, 0.1, 16, 200, 0.001, 8, 0.705947434994
0.01, 0.01, 0, 8, 20, 0.001, 0.0001, 0.05, 32, 3, 0.01, 0, 0.1, 256, 0.1, 0.01, 0.1, 128, 0.0001, 0.001, 16, 200, 0.0001, 8, 0.66926656708
0.001, 0.0001, 0.05, 16, 10, 0.1, 0.1, 0.05, 32, 5, 0.01, 0.01, 0.1, 128, 0.1, 0, 0.05, 128, 1e-05, 0.01, 64, 200, 0.001, 10, 0.698401461827
0.1, 0.0001, 0, 16, 5, 0.01, 0.001, 0, 8, 3, 0.001, 0.1, 0.05, 128, 0.01, 0.0001, 0.1, 256, 0, 0.01, 64, 200, 0.001, 10, 0.631470897967
0.001, 0.01, 0, 32, 20, 0, 0.001, 0.05, 32, 8, 0.001, 0.0001, 0.05, 256, 0.1, 0, 0.05, 128, 0.0001, 0.0001, 64, 200, 0.0001, 8, 0.636232860989
0.1, 0.1, 0.1, 8, 10, 0, 0.0001, 0.05, 32, 8, 0.1, 0.01, 0.05, 128, 0.001, 0.0001, 0.1, 256, 0, 0, 16, 200, 0.0001, 8, 0.661998541067
0.0001, 0.001, 0, 8, 20, 0, 0.0001, 0.05, 0, 5, 0.001, 0.1, 0.05, 128, 0.01, 0, 0.05, 256, 0.001, 0.1, 64, 200, 0.0001, 15, 0.686594627732
0.01, 0.001, 0.05, 32, 20, 0.1, 0.1, 0.1, 8, 3, 0.01, 0.1, 0.05, 256, 0.1, 0.01, 0.05, 256, 1e-05, 0.001, 64, 200, 0.0001, 8, 0.724345621129
0.1, 0.1, 0.05, 32, 10, 0, 0.0001, 0.05, 0, 8, 0.01, 0.0001, 0.1, 256, 0.01, 0.0001, 0.1, 128, 1e-05, 0.001, 16, 200, 0.0001, 8, 0.666840344171
0, 0.0001, 0, 8, 20, 0.01, 0.001, 0, 32, 3, 0.1, 0.01, 0.1, 128, 0.001, 0.001, 0.05, 256, 0, 0, 16, 200, 0.0001, 10, 0.646542611306
0.0001, 0.1, 0, 32, 20, 0.001, 0.001, 0.1, 32, 5, 0.01, 0, 0.05, 128, 0.001, 0, 0.1, 128, 0.0001, 0.01, 64, 200, 0.0001, 10, 0.686635909357
0.001, 0.1, 0, 16, 20, 0.1, 0.001, 0.1, 16, 3, 0.1, 0.0001, 0.1, 256, 0.001, 0.001, 0.1, 128, 0.001, 0.01, 64, 200, 0.0001, 10, 0.668506856262
0.01, 0.001, 0, 8, 10, 0.001, 0.1, 0, 8, 3, 0.1, 0.0001, 0.05, 256, 0.001, 0.0001, 0.1, 256, 0, 0.01, 64, 200, 0.001, 15, 0.681460538095
0.0001, 0.01, 0, 32, 10, 0.01, 0.1, 0, 0, 5, 0.1, 0.01, 0.1, 256, 0.001, 0, 0.1, 128, 0.0001, 0.0001, 16, 200, 0.0005, 10, 0.652433609662
0.001, 0.001, 0.05, 32, 20, 0.001, 0.001, 0, 8, 8, 0.001, 0.0001, 0.05, 128, 0.1, 0, 0.05, 256, 0, 0.0001, 64, 200, 0.001, 8, 0.662417198309
0.1, 0.01, 0, 8, 10, 0.001, 0.001, 0.1, 8, 3, 0.001, 0.001, 0.1, 256, 0.001, 0.0001, 0.1, 128, 0, 0.001, 64, 200, 0.001, 8, 0.687108569489
0.0001, 0.001, 0, 16, 5, 0.001, 0.1, 0.05, 0, 8, 0.1, 0.001, 0.05, 256, 0.1, 0.001, 0.05, 256, 0.001, 0.001, 16, 200, 0.001, 10, 0.704246153199
0.01, 0.001, 0.1, 16, 5, 0.0001, 0.01, 0, 32, 3, 0.01, 0.001, 0.05, 128, 0.1, 0.1, 0.05, 128, 0, 0.01, 64, 200, 0.0001, 8, 0.669203065996
0.001, 0.1, 0, 32, 20, 0.01, 0.01, 0.1, 32, 5, 0.001, 0.1, 0.1, 128, 0.001, 0, 0.05, 128, 0.001, 0.0001, 64, 200, 0.0001, 8, 0.601248591551
0.01, 0.001, 0.05, 32, 10, 0.0001, 0.001, 0.05, 0, 3, 0.01, 0.001, 0.1, 128, 0.001, 0, 0.05, 256, 0.0001, 0.01, 64, 200, 0.0005, 10, 0.688770595591
0, 0.01, 0, 16, 10, 0.1, 0.0001, 0.1, 8, 5, 0.01, 0, 0.1, 128, 0.001, 0, 0.05, 128, 0.0001, 0, 16, 200, 0.001, 10, 0.668455655471
0.01, 0.0001, 0, 32, 20, 0.1, 0.01, 0, 32, 5, 0.1, 0, 0.1, 256, 0.01, 0.001, 0.1, 128, 0, 0.1, 64, 200, 0.0005, 8, 0.695392178724
0.001, 0.1, 0, 8, 20, 0, 0.001, 0.05, 0, 5, 0.001, 0.0001, 0.05, 128, 0.001, 0.001, 0.05, 128, 0.001, 0.01, 16, 200, 0.001, 8, 0.655961688863
0, 0.01, 0, 8, 5, 0.001, 0.01, 0.1, 0, 3, 0.001, 0.0001, 0.05, 128, 0.01, 0.001, 0.05, 128, 0.001, 0.1, 64, 200, 0.001, 10, 0.640063264287
0.001, 0.01, 0.3, 32, 5, 0.001, 0.001, 0.05, 0, 3, 0.001, 0.01, 0.1, 128, 0.01, 0.01, 0.1, 256, 0.001, 0.01, 64, 200, 0.001, 8, 0.671577075148
0, 0.001, 0.05, 32, 20, 0.001, 0.0001, 0.1, 8, 3, 0.1, 0, 0.05, 256, 0.1, 0.1, 0.05, 256, 1e-05, 0.0001, 64, 200, 0.002, 8, 0.710279137717
0.001, 0.01, 0.3, 16, 10, 0.0001, 0.0001, 0.1, 0, 8, 0.01, 0.01, 0.05, 128, 0.001, 0.001, 0.1, 256, 0, 0, 16, 200, 0.002, 10, 0.732750523091
0.01, 0.001, 0, 16, 10, 0.01, 0.01, 0.1, 32, 8, 0.001, 0.01, 0.1, 128, 0.01, 0.0001, 0.05, 128, 0.0001, 0.001, 16, 200, 0.001, 10, 0.683482666782
0.0001, 0.001, 0, 32, 10, 0.01, 0.01, 0.1, 8, 8, 0.1, 0.1, 0.05, 256, 0.1, 0.001, 0.05, 256, 0, 0, 16, 200, 0.0005, 15, 0.721166238787
0.001, 0.001, 0.1, 8, 20, 0, 0.0001, 0.1, 16, 5, 0.001, 0.01, 0.1, 256, 0.001, 0.01, 0.1, 256, 1e-05, 0.001, 64, 200, 0.002, 10, 0.71553432275
0.1, 0.001, 0, 8, 5, 0.001, 0.1, 0.05, 16, 3, 0.001, 0.1, 0.05, 256, 0.01, 0.01, 0.05, 256, 0, 0.1, 64, 200, 0.001, 10, 0.736624457587
0, 0.1, 0, 32, 5, 0.1, 0.001, 0, 0, 3, 0.1, 0.0001, 0.05, 128, 0.001, 0.001, 0.1, 128, 0.001, 0.001, 16, 200, 0.001, 15, 0.718969090745
0, 0.0001, 0, 32, 20, 0.01, 0.001, 0, 0, 3, 0.1, 0.1, 0.05, 256, 0.001, 0.1, 0.05, 128, 0.001, 0, 64, 200, 0.0001, 15, 0.649784587009
0, 0.01, 0.1, 8, 5, 0, 0.0001, 0.05, 0, 8, 0.01, 0.0001, 0.05, 256, 0.001, 0.0001, 0.1, 128, 0.001, 0.01, 16, 200, 0.0001, 15, 0.642759317472
0.01, 0.0001, 0, 8, 5, 0.01, 0.001, 0.1, 16, 5, 0.001, 0.01, 0.1, 256, 0.01, 0.01, 0.05, 256, 0.0001, 0.0001, 16, 200, 0.0005, 10, 0.672944302037
0, 0.001, 0.3, 32, 10, 0.0001, 0.0001, 0.05, 0, 3, 0.01, 0.001, 0.1, 256, 0.01, 0.01, 0.05, 128, 0.0001, 0, 64, 200, 0.002, 15, 0.701841294649
0.1, 0.1, 0, 32, 20, 0.1, 0.001, 0.05, 8, 5, 0.1, 0.0001, 0.05, 128, 0.01, 0, 0.1, 128, 1e-05, 0, 64, 200, 0.001, 8, 0.696516215009
0.1, 0.1, 0, 32, 20, 0.0001, 0.01, 0.05, 16, 8, 0.001, 0.1, 0.05, 128, 0.001, 0.01, 0.1, 256, 0, 0.1, 16, 200, 0.0005, 8, 0.703134522449
0.1, 0.001, 0, 32, 5, 0.01, 0.01, 0.05, 0, 8, 0.01, 0.001, 0.1, 256, 0.001, 0.01, 0.05, 256, 0.0001, 0.01, 16, 200, 0.002, 8, 0.727891920549
0.01, 0.01, 0.05, 16, 5, 0.1, 0.1, 0, 8, 5, 0.1, 0.001, 0.05, 128, 0.1, 0.1, 0.1, 256, 0, 0.1, 64, 200, 0.0001, 8, 0.68103692127
0.1, 0.0001, 0, 16, 10, 0.0001, 0.001, 0, 8, 3, 0.001, 0.001, 0.05, 128, 0.1, 0.1, 0.05, 128, 1e-05, 0.0001, 64, 200, 0.0001, 10, 0.718906023789
0.1, 0.001, 0.1, 16, 20, 0.01, 0.01, 0, 0, 3, 0.001, 0.1, 0.1, 256, 0.001, 0.01, 0.05, 256, 1e-05, 0.1, 64, 200, 0.0001, 15, 0.647659662077
0.001, 0.0001, 0.05, 16, 20, 0, 0.0001, 0.05, 0, 5, 0.1, 0.001, 0.05, 256, 0.001, 0.1, 0.05, 128, 0.0001, 0.1, 16, 200, 0.001, 10, 0.678501324419
0.1, 0.0001, 0.1, 32, 20, 0.0001, 0.0001, 0.05, 16, 3, 0.001, 0.01, 0.05, 256, 0.001, 0.001, 0.1, 128, 0.001, 0.001, 64, 200, 0.002, 8, 0.702095825202
0.001, 0.01, 0.1, 16, 20, 0.001, 0.01, 0, 8, 8, 0.01, 0.001, 0.1, 256, 0.01, 0.001, 0.05, 128, 1e-05, 0.001, 16, 200, 0.002, 15, 0.715116639007
0.0001, 0.1, 0.1, 32, 5, 0.001, 0.0001, 0.05, 8, 3, 0.001, 0.0001, 0.1, 128, 0.1, 0.001, 0.05, 128, 0.001, 0, 16, 200, 0.0005, 8, 0.73693699027
0.001, 0.01, 0.1, 32, 20, 0.01, 0.1, 0.1, 0, 8, 0.001, 0.1, 0.05, 256, 0.1, 0, 0.1, 256, 0.001, 0.0001, 16, 200, 0.0001, 8, 0.623100081629
0.01, 0.1, 0.1, 8, 20, 0.0001, 0.1, 0, 32, 8, 0.001, 0.01, 0.1, 256, 0.1, 0.1, 0.1, 128, 0.0001, 0.01, 16, 200, 0.0001, 10, 0.659186391535
0.01, 0.001, 0.05, 16, 20, 0.01, 0.001, 0.05, 0, 5, 0.01, 0.0001, 0.05, 128, 0.001, 0.01, 0.1, 128, 1e-05, 0.1, 16, 200, 0.002, 8, 0.677122139277
0.0001, 0.001, 0.05, 32, 20, 0.01, 0.0001, 0.05, 0, 3, 0.1, 0.01, 0.05, 256, 0.01, 0.0001, 0.05, 128, 0.0001, 0.1, 64, 200, 0.0005, 10, 0.677628792947
0.01, 0.1, 0.3, 32, 5, 0, 0.1, 0.1, 32, 3, 0.01, 0, 0.05, 256, 0.1, 0.1, 0.1, 128, 0.001, 0, 64, 200, 0.002, 10, 0.691441771926
0.01, 0.01, 0, 8, 10, 0.01, 0.001, 0, 16, 3, 0.001, 0.01, 0.05, 128, 0.001, 0.001, 0.1, 128, 0.0001, 0.0001, 64, 200, 0.0005, 10, 0.662117294804
0, 0.01, 0.3, 8, 5, 0.0001, 0.001, 0.1, 16, 3, 0.001, 0.001, 0.05, 128, 0.001, 0.1, 0.05, 256, 0, 0.001, 64, 200, 0.0005, 10, 0.685016362021
0.0001, 0.1, 0.1, 32, 5, 0.1, 0.1, 0, 8, 3, 0.001, 0, 0.1, 128, 0.01, 0.001, 0.1, 256, 0, 0.01, 64, 200, 0.0001, 8, 0.730101145243
0.1, 0.1, 0.05, 16, 5, 0.001, 0.01, 0.05, 8, 3, 0.1, 0.01, 0.1, 128, 0.001, 0.01, 0.05, 128, 0, 0.01, 64, 200, 0.001, 8, 0.682346290738
0.001, 0.1, 0, 32, 10, 0.01, 0.001, 0, 16, 5, 0.01, 0.001, 0.05, 256, 0.001, 0.0001, 0.1, 256, 0, 0, 16, 200, 0.001, 10, 0.70712515844
